Round,Wk,Day,Date,Time,Home,xG,Score,xG.1,Away,Attendance,Venue,Referee,Match Report,Notes,season,league,HomeGoals,AwayGoals,manager_home,captain_home,manager_away,captain_away,venue_city,possessiontime_home,possessiontime_away,shots_total_home,shots_total_away,shots_ongoal_home,shots_ongoal_away,shots_offgoal_home,shots_offgoal_away,saves_home,saves_away,yellow_cards_home,red_cards_home,yellowred_cards_home,yellow_cards_away,red_cards_away,yellowred_cards_away,fouls_home,fouls_away,offsides_home,offsides_away,formation_home,formation_away,starting_name_home1,starting_age_home1,starting_position_home1,starting_minutes_home1,starting_goals_home1,starting_name_home2,starting_age_home2,starting_position_home2,starting_minutes_home2,starting_goals_home2,starting_name_home3,starting_age_home3,starting_position_home3,starting_minutes_home3,starting_goals_home3,starting_name_home4,starting_age_home4,starting_position_home4,starting_minutes_home4,starting_goals_home4,starting_name_home5,starting_age_home5,starting_position_home5,starting_minutes_home5,starting_goals_home5,bench_name_home1,bench_age_home1,bench_position_home1,bench_minutes_home1,bench_goals_home1,starting_name_home6,starting_age_home6,starting_position_home6,starting_minutes_home6,starting_goals_home6,starting_name_home7,starting_age_home7,starting_position_home7,starting_minutes_home7,starting_goals_home7,bench_name_home2,bench_age_home2,bench_position_home2,bench_minutes_home2,bench_goals_home2,starting_name_home8,starting_age_home8,starting_position_home8,starting_minutes_home8,starting_goals_home8,starting_name_home9,starting_age_home9,starting_position_home9,starting_minutes_home9,starting_goals_home9,bench_name_home3,bench_age_home3,bench_position_home3,bench_minutes_home3,bench_goals_home3,starting_name_home10,starting_age_home10,starting_position_home10,starting_minutes_home10,starting_goals_home10,bench_name_home4,bench_age_home4,bench_position_home4,bench_minutes_home4,bench_goals_home4,starting_name_home11,starting_age_home11,starting_position_home11,starting_minutes_home11,starting_goals_home11,starting_name_away1,starting_age_away1,starting_position_away1,starting_minutes_away1,starting_goals_away1,starting_name_away2,starting_age_away2,starting_position_away2,starting_minutes_away2,starting_goals_away2,starting_name_away3,starting_age_away3,starting_position_away3,starting_minutes_away3,starting_goals_away3,starting_name_away4,starting_age_away4,starting_position_away4,starting_minutes_away4,starting_goals_away4,bench_name_away1,bench_age_away1,bench_position_away1,bench_minutes_away1,bench_goals_away1,starting_name_away5,starting_age_away5,starting_position_away5,starting_minutes_away5,starting_goals_away5,bench_name_away2,bench_age_away2,bench_position_away2,bench_minutes_away2,bench_goals_away2,starting_name_away6,starting_age_away6,starting_position_away6,starting_minutes_away6,starting_goals_away6,bench_name_away3,bench_age_away3,bench_position_away3,bench_minutes_away3,bench_goals_away3,starting_name_away7,starting_age_away7,starting_position_away7,starting_minutes_away7,starting_goals_away7,starting_name_away8,starting_age_away8,starting_position_away8,starting_minutes_away8,starting_goals_away8,starting_name_away9,starting_age_away9,starting_position_away9,starting_minutes_away9,starting_goals_away9,starting_name_away10,starting_age_away10,starting_position_away10,starting_minutes_away10,starting_goals_away10,bench_name_away4,bench_age_away4,bench_position_away4,bench_minutes_away4,bench_goals_away4,starting_name_away11,starting_age_away11,starting_position_away11,starting_minutes_away11,starting_goals_away11,bench_name_away5,bench_age_away5,bench_position_away5,bench_minutes_away5,bench_goals_away5,starting_name_home12,starting_age_home12,starting_position_home12,starting_minutes_home12,starting_goals_home12,bench_name_home5,bench_age_home5,bench_position_home5,bench_minutes_home5,bench_goals_home5,starting_name_away12,starting_age_away12,starting_position_away12,starting_minutes_away12,starting_goals_away12,bench_name_home6,bench_age_home6,bench_position_home6,bench_minutes_home6,bench_goals_home6
Liga Profesional,9,Sat,4/1/2023,19:00,San Lorenzo,1.8,0–0,0.4,Independiente,,Estadio Pedro Bidegaín,Leandro Rey Hilfer,https://fbref.com//en/matches/0f271c0c/San-Lorenzo-Independiente-April-1-2023-Primera-Division,,2023,Primera Division,0,0,Daniel Oldrá,Diego Matías Rodríguez,Rubén Darío Insúa,Augusto Batalla,Mendoza,0.51,0.49,13,6,6,2,7,4,2,5,1,0,0,4,0,1,16,15,0,3,4-2-3-1,3/4/2003,Diego Matías Rodríguez,34-116,GK,90,0,Lucas Arce,26-066,RB,90,0,Pier Barrios,33-110,CB,90,0,Federico Rasmussen,31-229,CB,90,0,Manuel Guillén,22-043,LB,90,0,Luciano Cingolani,22-137,FW,3,0,Bruno Leyes,21-354,DM,87,0,Roberto Nicolás Fernández,25-231,DM,75,1,Cristian Núñez,26-029,DM,15,0,Hernán López Muñoz,23-042,AM,90,0,Tadeo Allende,24-241,"RW,LW",90,0,Enzo Larrosa,22-181,FW,19,0,Daniel Barrea,22-089,LW,71,0,Claudio Valverde,21-207,"RW,DM",19,0,Salomón Rodríguez,23-245,FW,71,0,Augusto Batalla,27-172,GK,90,0,Rafa Pérez,33-283,CB,90,0,Gastón Campi,32-196,CB,89,0,Gastón Hernández,25-273,CB,90,0,Nicolás Blandi,33-279,CB,1,0,Agustín Giay,19-276,RM,69,0,Juan Goyoneche,38-005,GK,9,0,Carlos Sánchez,37-255,CM,90,0,Gastón Ramírez,32-321,CM,26,0,Gonzalo Maroni,24-215,CM,64,0,Malcom Braida,26-155,LM,90,0,Ivan Leguizamon,21-108,RW,90,0,Nahuel Barrios,25-165,LW,45,0,Adam Bareiro,27-085,LW,45,0,Federico Girotti,24-139,FW,64,0,Carlos Auzqui,32-217,FW,26,0,,,,,,Washington Corozo,25-003,"FW,MF",32,0,,,,,,,,,,
Liga Profesional,9,Sat,4/1/2023,19:30,Racing Club,1.1,2–1,0.5,CA Huracán,,Estadio Presidente Juan Domingo Perón,Darío Herrera,https://fbref.com//en/matches/ef90bd0b/Racing-Club-CA-Huracan-April-1-2023-Primera-Division,,2023,Primera Division,2,1,Néstor Gorosito,Facundo Garcés,Martín Demichelis,Enzo Pérez,Santa Fe,0.28,0.72,6,16,4,3,2,13,1,2,4,1,0,2,0,0,11,9,2,2,4-3-2-1,4-2-3-1,Ignacio Chicco,27-111,GK,90,0,Eric Meza,24-194,"RB,AM",89,0,Paolo Goltz,38-160,CB,90,0,Facundo Garcés,24-044,CB,90,0,Emmanuel Más,34-277,LB,90,0,Baldomero Perlaza,31-139,RB,1,0,Tomás Galván,23-191,RM,45,0,Stéfano Moreyra,22-030,CM,44,0,Cristian Vega,30-032,CM,45,0,Fabio Álvarez,30-269,"LM,CM",65,0,Rubén Botta,33-261,"CM,AM",90,2,Ángel Cardozo,29-000,CM,25,0,Damián Batallini,27-117,AM,42,0,Gian Nardelli,23-222,"CB,RB",48,0,Ramón Ábila,34-005,FW,66,0,Ezequiel Centurión,26-152,GK,90,0,Marcelo Herrera,24-350,RB,70,0,Leandro González Pirez,31-235,CB,90,0,Héctor David Martínez,25-271,CB,90,0,Pablo Solari,22-211,RB,20,0,Milton Casco,35-191,LB,53,0,Enzo Díaz,27-316,LB,37,0,Agustín Palavecino,26-344,DM,54,0,Matías Suárez,35-163,DM,36,0,Enzo Pérez,37-239,DM,90,0,Manuel Lanzini,30-246,AM,90,0,Ignacio Fernández,33-280,RW,79,0,Ezequiel Barco,24-204,LW,69,0,Gonzalo Nicolás Martínez,30-128,RW,11,0,Miguel Borja,30-266,FW,90,2,Facundo Colidio,23-288,LW,21,0,,,,,,Javier Toledo,37-182,FW,24,0,,,,,,,,,,
Liga Profesional,9,Fri,3/31/2023,21:30,River Plate,2.2,1–0,0.1,CA Unión,,Estadio Mâs Monumental,Fernando Echenique,https://fbref.com//en/matches/ed8ed0bd/River-Plate-CA-Union-March-31-2023-Primera-Division,,2023,Primera Division,1,0,Miguel Ángel Russo,Jorge Broun,Sebastián Méndez,Lautaro Gianetti,Rosario,0.52,0.48,10,13,5,2,5,11,1,4,2,0,0,4,0,0,14,10,0,1,4-2-3-1,4/3/2003,Jorge Broun,37-146,GK,90,0,Damián Martínez,33-261,RB,90,0,Facundo Mallo,28-276,CB,90,0,Carlos Quintana,35-250,CB,90,0,Alan Rodríguez,23-065,LB,45,0,Juan Cruz Komar,27-067,LB,2,0,Kevin Ortíz,23-031,DM,90,0,Agustín Toledo,23-232,DM,45,0,Felicia Karlsson,30-026,LB,43,0,Víctor Malcorra,36-087,AM,90,0,Tomás O'Connor,19-208,"DM,RW",90,0,Maximiliano Lovera,24-224,RW,45,1,Jaminton Campaz,23-148,LW,90,0,Luca Martínez,22-275,FW,15,0,Tobías Cervera,21-074,FW,75,0,Gastón Gómez,27-229,GK,90,0,Roberto Joaquín García,22-060,RB,90,0,Lautaro Gianetti,29-340,CB,90,0,Valentín Gómez,20-115,CB,90,0,Yeison Gordillo,31-116,RM,1,0,Elías Gómez,29-132,LB,90,0,Santiago Cáseres,26-236,CM,1,0,Nicolás Garayalde,24-090,RM,89,0,Miguel Brizuela,26-287,RW,8,0,Juan Ignacio Méndez,26-174,CM,89,0,Jose Florentín,27-106,LM,90,0,Francisco Pizzini,30-030,RW,82,0,Claudio Aquino,32-087,LW,79,0,Thiago Fernández,19-199,LW,11,0,Santiago Castro,19-020,FW,82,1,Walter Bou,30-055,FW,8,0,,,,,,Ezequiel Barco,24-002,FW,5,0,Wellington Rato,29-330,FW,85,0,,,,,
Liga Profesional,9,Sun,4/2/2023,16:30,Instituto,1.9,0–3,1.1,Talleres,,Estadio Juan Domingo Perón,Facundo Tello,https://fbref.com//en/matches/834b0715/Instituto-Talleres-April-2-2023-Primera-Division,,2023,Primera Division,0,3,Carlos Tevez,Iván Marcone,Sergio Rondina,Iván Tapia,Avellaneda,0.64,0.36,11,6,6,0,5,6,0,3,1,0,0,2,0,0,16,11,2,0,4/3/2003,5/4/2001,Rodrigo Rey,32-224,GK,90,0,Mauricio Isla,35-128,RB,82,0,Cristian Báez,33-192,CB,90,0,Joaquín Laso,33-106,CB,90,0,Damián Pérez,34-300,LB,71,0,Julio Buffarini,35-061,RB,8,0,Lucas González,23-137,RM,58,1,Iván Marcone,33-137,CM,90,0,Ayrton Costa,24-098,LB,19,0,Federico Mancuello,34-206,LM,81,0,Alexis Canelo,31-257,RW,90,0,Javier Ruiz,,MF,32,0,Matías Giménez,24-226,FW,90,1,Kevin Lopez,21-294,LM,9,0,Brian Martínez,24-061,FW,71,1,Andrés Desábato,33-202,GK,90,0,Mauro Peinipil,24-198,RB,68,0,Nicolás Capraro,25-229,CB,90,0,Francisco Álvarez,23-234,CB,90,0,Lucas Colitto,29-139,CM,22,0,Juan Ignacio Díaz,25-145,CB,90,0,Joaquín Susvielles,32-232,"FW,RM",45,0,Rodrigo Insúa,25-306,"LM,LB",90,0,Siro Rosane,23-133,CM,29,0,Facundo Mater,25-087,RM,45,0,Iván Tapia,24-329,"CM,RM",90,0,Carlos Arce,33-032,CM,61,0,Brian Calderara,25-018,LM,61,0,Nicolás Tolosa,22-140,LB,29,0,Alexis Dominguez,26-353,FW,68,0,Maximiliano Puig,23-030,RB,22,0,,,,,,Martín Sarrafiore,26-090,LW,19,0,,,,,,,,,,
Liga Profesional,9,Sun,4/2/2023,19:00,Colón,1.9,0–0,0.8,Tucumán,,Estadio Brigadier General Estanislao Lóp...,Pablo Echavarría,https://fbref.com//en/matches/9ded1eb7/Colon-Tucuman-April-2-2023-Primera-Division,,2023,Primera Division,0,0,Lucas Pusineri,Sebastián Prediger,Gabriel Heinze,Lucas Hoyos,San Fernando,0.44,0.56,11,14,0,4,11,10,2,0,0,0,0,4,0,0,8,14,1,0,4-3-1-2,3-1-4-2,Gonzalo Marinelli,34-255,GK,90,0,Ezequiel Forclaz,20-200,RB,70,0,Robert Rojas,27-173,CB,90,0,Brian Luciatti,30-216,CB,90,0,Sebastián Prieto,30-194,LB,90,0,Matias Espíndola,19-328,RB,20,0,Agustín Cardozo,26-143,RM,90,0,Sebastián Prediger,37-046,CM,56,0,Emanuel Aguilera,34-131,CM,34,0,Lucas Menossi,31-101,LM,64,0,José Paradela,24-309,AM,90,0,Alexis Castro,29-002,LM,26,0,Renzo López,29-187,FW,90,0,Juan Esquivel,23-059,FW,33,0,Nicolás Reniero,28-216,FW,57,0,Lucas Hoyos,34-174,GK,90,0,Gustavo Velásquez,32-186,CB,90,0,Ian Glavinovich,21-358,CB,90,0,Guillermo Ortiz,31-072,CB,90,0,Lisandro Montenegro,20-207,CM,4,0,Juan Sforza,21-248,DM,90,0,Pablo Pérez,38-071,CM,21,0,Iván Gómez,26-234,CM,86,0,Armando Méndez,27-203,RW,45,0,Cristian Ferreira,24-038,CM,69,0,Ramiro Sordo,23-113,RW,45,0,Ángelo Martino,25-137,LW,90,1,Jorge Eduardo Recalde,31-165,FW,49,0,Guillermo May,25-223,FW,41,1,Brian Aguirre,20-141,FW,70,0,Francisco González,22-197,FW,20,0,,,,,,Ramón Ábila,33-170,FW,21,0,,,,,,,,,,
Liga Profesional,9,Sat,4/1/2023,21:30,Tigre,2.7,2–1,1.1,Lanús,,Estadio José Dellagiovanna,Hernán Mastrángelo,https://fbref.com//en/matches/51f200c0/Tigre-Lanus-April-1-2023-Primera-Division,,2023,Primera Division,2,1,Diego Hernán Martínez,Andrés Roa,Diego Dabove,Fernando Alarcón,Capital Federal,0.66,0.34,11,8,2,3,9,5,0,1,2,0,0,3,0,0,6,9,1,0,4-3-1-2,4/4/2002,Lucas Chávez,28-072,GK,90,0,Lucas Souto,25-009,RB,81,0,Fabio Pereyra,33-262,CB,90,0,Rodrigo Echeverría,28-186,CB,90,0,Guillermo Benítez,29-316,LB,90,0,Fernando Torrent,32-018,RB,9,0,Federico Fattori,31-090,RM,45,0,William Alarcón,22-334,CM,90,0,Patricio Pizarro,23-085,RM,45,0,Alan Soñora,25-078,LM,66,1,Andrés Roa,30-148,AM,45,0,Marcelo Pérez,22-211,FW,24,0,Walter Mazzantti,27-045,FW,90,0,Ignacio Pussetto,27-303,AM,45,0,Matías Cóccaro,25-339,FW,81,0,Manuel Roffo,23-199,GK,90,0,Juan Franco Arrellaga,31-252,RB,90,0,Ezequiel Parnisari,33-141,CB,90,0,Fernando Alarcón,29-126,CB,90,0,Luciano Aued,36-233,CM,20,0,Jonathan Bay,30-261,LB,70,0,Lucas Rodríguez,30-023,LB,20,0,Matías Romero,27-261,RM,70,0,Gabriel Graciani,29-326,"RM,LM",24,0,Nicolás Linares,27-228,CM,90,0,Gastón Lodico,25-145,"CM,LM",90,0,Jonás Acevedo,26-256,LM,66,0,Lucas Albertengo,32-263,FW,59,1,Gregorio Rodríguez,23-276,FW,31,1,Adrián Martínez,31-105,FW,90,1,Brian Blando,28-000,FW,1,0,,,,,,Héctor Fértoli,28-321,FW,9,0,,,,,,,,,,
Liga Profesional,9,Mon,4/3/2023,20:00,Belgrano,0.8,0–0,0.2,Sarmiento,,Estadio Julio César Villagra,Sebastián Martinez,https://fbref.com//en/matches/04193c3b/Belgrano-Sarmiento-April-3-2023-Primera-Division,,2023,Primera Division,0,0,Javier Gandolfi,Guido Herrera,Darío Espínola,Joaquín Pombo,Ciudad de Córdoba,0.59,0.41,9,13,4,6,5,7,5,3,5,0,0,2,0,0,15,12,2,2,4-3-1-2,4-1-4-1,Guido Herrera,31-233,GK,90,0,Gastón Benavídez,27-362,RB,90,0,Kevin Mantilla,20-151,CB,90,0,Juan Rodríguez,29-234,CB,90,0,Juan Portillo,23-155,LB,45,0,Blas Riveros,25-259,LB,45,0,Diego Ortegoza,26-184,RM,60,0,Rodrigo Villagra,22-248,"CM,DM",90,0,Matias Gomez,17-331,DM,30,0,Matías Galarza,21-251,LM,60,0,Rodrigo Garro,25-289,AM,90,0,Diego Barrera,19-120,LW,30,0,Nahuel Bustos,25-108,FW,52,1,Tomás Molina,28-191,FW,38,0,Bruno Barticciotto,22-166,"FW,RW",81,0,Tomás Sultani,25-120,GK,90,0,Cristian Chimino,35-253,RB,90,0,Néstor Breitenbruch,28-037,CB,90,0,Joaquín Pombo,22-216,CB,90,0,Mauro Antonio Burruchaga,25-115,DM,12,0,Adrián Sporle,28-099,LB,90,0,Lautaro Guzmán,23-275,RM,50,0,Gonzalo Muscia,23-284,DM,78,0,Alfredo Amarilla,22-044,CM,12,0,Lucas Brochero,24-270,RM,40,0,Braian Rivero,27-240,CM,78,0,Emiliano Viveros,21-020,CM,60,0,Juan Bautista Cejas,25-228,LM,90,1,Juan Cavallaro,29-114,CM,30,0,Flabián Londoño,23-103,FW,61,0,Juan Peinipil,21-278,FW,29,0,,,,,,Javier Vallejo,19-290,RW,9,0,,,,,,,,,,
Liga Profesional,9,Sun,4/2/2023,21:30,Banfield,0.8,0–2,1.5,Platense,,Estadio Florencio Solá,Nazareno Arasa,https://fbref.com//en/matches/83ee5651/Banfield-Platense-April-2-2023-Primera-Division,,2023,Primera Division,0,2,Pablo Lavallén,Juan Manuel Insaurralde,Sebastián Grazzini,Leonardo Sigali,Junín,0.2,0.8,4,21,1,9,3,12,8,0,4,0,1,5,0,0,11,16,2,2,4/5/2001,4/3/2003,José Devecchi,28-102,GK,90,0,Gonzalo Bettini,31-023,RB,79,0,Franco Paredes,24-215,"CB,RB",90,0,Juan Manuel Insaurralde,39-016,CB,90,0,Gabriel Díaz,23-183,LB,90,0,Juan Hernández,25-354,DF,11,0,Maico Quiroz,21-333,CM,56,0,Diego Calcaterra,22-085,CM,90,0,Harrinson Mancilla,31-301,CM,34,0,Cristian Ojeda,24-270,CM,29,0,Guido Mainero,28-210,RW,64,1,Sergio Quiroga,29-134,RW,26,0,Alan Marinelli,24-195,LW,64,0,Nahuel Gallardo,25-163,LW,26,0,Agustín Fontana,27-130,FW,78,0,Gabriel Arias,36-036,GK,90,0,Tobías Rubio,19-084,RB,45,0,Leonardo Sigali,36-143,CB,90,0,Nazareno Colombo,24-213,CB,63,0,Gastón Martirena,23-287,RB,45,0,Gonzalo Piovi,29-041,"LB,CB",90,0,Agustin Ojeda,19-122,LB,27,0,Jonathan David Gómez,33-302,"RM,LM",90,0,Nicolás Oróz,29-201,CM,8,0,Aníbal Moreno,24-159,CM,82,0,Agustín Almendra,23-250,LM,63,0,Juan Quintero,30-274,RW,90,0,Gabriel Hauche,36-326,LW,71,0,Baltasar Gallego,20-102,RM,27,1,Roger Martínez,29-118,FW,90,0,Maximiliano Romero,24-283,LW,19,0,,,,,,Joaquín Gho,20-158,FW,12,0,,,,,,,,,,
Liga Profesional,9,Mon,4/3/2023,21:30,CC Córdoba,0.9,1–0,0.6,Arsenal,,Estadio Victor Antonio Aguirre,Luis Lobo Medina,https://fbref.com//en/matches/c79a2cef/CC-Cordoba-Arsenal-April-3-2023-Primera-Division,,2023,Primera Division,1,0,Jorge Almirón,Marcos Rojo,Kily González,Claudio Corvalán,Buenos Aires,0.74,0.26,17,12,7,5,10,7,4,5,4,0,0,1,1,0,16,12,2,1,4/4/2002,5/3/2002,Sergio Romero,36-240,GK,90,0,Lucas Blondel,27-036,RB,90,0,Bruno Valdez,31-014,CB,90,0,Marcos Rojo,33-214,CB,45,1,Frank Fabra,32-240,LB,90,0,Nicolás Valentini,22-197,CB,45,0,Cristian Medina,21-141,RM,90,0,Guillermo Matías Fernández,32-009,CM,59,0,Vicente Taborda,22-126,CM,31,0,Ignacio Fernández,21-087,CM,72,0,Valentín Barco,19-089,LM,84,0,Jorman Campuzano,27-173,CM,18,0,Edinson Cavani,36-248,FW,59,0,Ezequiel Bullaude,22-359,LM,6,0,Miguel Merentiel,27-238,FW,90,1,Sebastián Moyano,33-055,GK,90,0,Federico Vera,25-210,RB,79,0,Nicolás Paz,21-004,CB,90,0,Franco Calderón,25-160,CB,27,0,Francisco Gerometta,24-049,RB,11,0,Claudio Corvalán,34-211,CB,90,0,Mateo Del Blanco,19-354,CM,27,0,Kevin Zenon,22-082,LB,90,0,Nicolás Orsini,29-038,FW,26,0,Enzo Martín Roldán,22-316,CM,63,0,Joaquín Mosqueira,18-353,CM,90,0,Mauro Luna Diale,24-177,CM,64,1,Javier Morales,20-230,FW,59,0,Tiago Banega,24-111,"CM,FW",31,0,Jerónimo Domina,18-003,FW,79,0,Tomás González,20-155,FW,11,0,,,,,,Darío Benedetto,33-156,FW,31,0,,,,,,,,,,
Liga Profesional,10,Fri,4/7/2023,19:00,Lanús,2.3,3–0,1.6,Arsenal,,Estadio Ciudad de Lanús,Germán Delfino,https://fbref.com//en/matches/71f428e7/Lanus-Arsenal-April-7-2023-Primera-Division,,2023,Primera Division,3,0,Eduardo Domínguez,Mariano Andújar,Pablo Lavallén,José Devecchi,La Plata,0.54,0.46,11,8,4,3,7,5,2,2,2,0,0,5,0,0,13,10,1,1,4/3/2003,4/4/2002,Mariano Andújar,40-085,GK,90,0,Leonardo Godoy,28-178,RB,90,0,Santiago Núñez,23-177,CB,90,0,Zaid Romero,23-312,CB,90,1,Gastón Benedetti,22-208,LB,45,0,Eros Mancuso,24-189,LB,45,0,Santiago Ascacíbar,26-240,RM,80,0,Jorge Agustín Rodríguez,28-038,CM,89,0,Ezequiel Muñoz,33-015,"CB,RM",10,0,Fernando Zuqui,31-330,LM,61,0,Benjamín Rollheiser,23-213,"RW,RM",90,0,Gonzalo Piñeiro,23-020,CM,1,0,José Sosa,38-126,"LW,CM",90,0,Franco Zapiola,22-246,LM,29,0,Mauro Boselli,38-154,FW,45,1,José Devecchi,28-106,GK,90,0,Gonzalo Bettini,31-027,RB,90,0,Franco Paredes,24-219,CB,90,0,Franco Sbuttoni,34-170,CB,90,0,Nahuel Gallardo,25-167,LB,1,0,Gabriel Díaz,23-187,LB,89,0,Sergio Quiroga,29-138,CM,1,0,Guido Mainero,28-214,"RM,CM",89,0,Manuel Mónaco,,MF,19,0,Diego Calcaterra,22-089,CM,90,0,Maico Quiroz,21-337,CM,71,0,Yair Ezequiel Arismendi,25-201,LM,62,0,Alan Marinelli,24-199,FW,45,0,Joaquín Gho,20-162,LM,28,0,Agustín Fontana,27-134,FW,90,0,Juan Cruz Kaprof,28-225,FW,45,1,,,,,,Guido Carrillo,32-151,FW,45,0,,,,,,,,,,
Liga Profesional,10,Fri,4/7/2023,19:00,Platense,1.1,1–0,0.7,Instituto,,Estadio Ciudad de Vicente López,Robin Fuhrmann,https://fbref.com//en/matches/9a019f77/Platense-Instituto-April-7-2023-Primera-Division,,2023,Primera Division,1,0,Sergio Rondina,Iván Tapia,Leonardo Madelón,Leonardo Morales,Capital Federal,0.64,0.36,16,8,6,3,10,5,1,5,0,0,0,0,0,0,10,5,1,3,4/4/2002,4/4/2002,Andrés Desábato,33-208,GK,90,0,Juan Serrizuela,22-167,RB,45,0,Francisco Álvarez,23-240,CB,90,0,Juan Ignacio Díaz,25-151,CB,90,0,Rodrigo Insúa,25-312,LB,90,0,Mauro Peinipil,24-204,RB,45,0,Maximiliano Puig,23-036,RM,45,0,Carlos Arce,33-038,CM,88,0,Lucas Colitto,29-145,RM,45,0,Iván Tapia,24-335,CM,90,1,Brian Calderara,25-024,LM,68,0,Franco Frías,21-221,CM,2,0,Alexis Dominguez,26-359,FW,90,0,David Zalazar,21-168,FW,22,0,Bruno Sepúlveda,31-037,FW,68,0,Tomás Durso,24-240,GK,90,0,Guillermo Enrique,23-242,RB,90,0,Leonardo Morales,32-196,CB,90,0,Yonathan Cabral,31-167,CB,90,1,Luciano Gómez,27-216,RM,25,0,Germán Guiffrey,25-297,LB,90,0,Agustín Bolívar,27-288,CM,12,0,Matías Abaldo,19-204,RM,65,0,Franco Soldano,29-040,FW,1,0,Rodrigo Saravia,23-068,CM,90,0,Pablo de Blasis,35-262,CM,78,0,Nicolás Colazo,33-108,LM,90,1,Cristian Tarragona,32-198,FW,89,0,Lucas Castro,34-198,FW,12,0,Erik Ramírez,27-033,FW,78,0,Axel Rodríguez,26-013,FW,20,0,,,,,,Joaquín Susvielles,32-238,LM,22,0,,,,,,,,,,
Liga Profesional,10,Sat,4/8/2023,15:30,Sarmiento,1.5,2–0,0.7,Argentinos Jun,,Estadio Eva Peron de Junín,Nazareno Arasa,https://fbref.com//en/matches/cc57c86d/Sarmiento-Argentinos-Jun-April-8-2023-Primera-Division,,2023,Primera Division,2,0,Kily González,Claudio Corvalán,Julio Vaccari,Tomás Cardona,Santa Fe,0.45,0.55,19,18,3,3,16,15,3,3,2,0,0,3,0,0,7,13,1,4,5/3/2002,4-2-3-1,Sebastián Moyano,33-059,GK,90,0,Francisco Gerometta,24-053,RB,58,0,Nicolás Paz,21-008,CB,90,0, Franco Pardo,26-202,CB,90,0,Claudio Corvalán,34-215,"CB,CM",90,0,Mateo Del Blanco,19-358,RB,32,0,Kevin Zenon,22-086,LB,90,0,Enzo Martín Roldán,22-320,CM,45,0,Tiago Banega,24-115,"CM,RM",45,0,Joaquín Mosqueira,18-357,CM,90,0,Mauro Luna Diale,24-181,"CM,LM",90,0,Nicolás Orsini,29-042,FW,21,0,Javier Morales,20-234,FW,69,0,Daniel Juárez,22-086,FW,6,0,Jerónimo Domina,18-007,FW,84,0,Enrique Bologna,41-253,GK,90,0,Nicolás Tripichio,27-292,RB,90,0,Tomás Cardona,28-014,CB,90,0,Santi Ramos Mingo,21-337,CB,90,0,Gonzalo Castellani,36-075,DM,24,0,Alexis Soto,30-004,LB,90,0,Darío Cáceres,25-271,DM,22,0,Benjamín Schamine,20-000,DM,66,0,Facundo Echevarría,21-085,RW,13,0,Julián López,23-289,DM,68,0,Rodrigo Bogarín,26-153,AM,90,0,Santiago Solari,25-278,RW,77,0,Gastón Togni,26-034,LW,90,0,Lucas Pratto,35-142,FW,13,0,Nicolás Fernández,27-258,FW,77,0,Gabriel Ávalos,32-178,FW,18,0,,,,,,Roque Santa Cruz,41-350,FW,7,0,,,,,,,,,,
Liga Profesional,10,Sat,4/8/2023,18:00,Gimnasia ELP,1.5,3–1,0.8,Racing Club,,Estadio Juan Carmelo Zerillo,Nicolás Lamolina,https://fbref.com//en/matches/c2fe7d1f/Gimnasia-ELP-Racing-Club-April-8-2023-Primera-Division,,2023,Primera Division,3,1,Sebastián Grazzini,Leonardo Sigali,Jorge Almirón,Sergio Romero,Avellaneda,0.57,0.43,15,9,6,1,9,8,0,4,3,0,0,4,0,0,8,11,0,2,4-2-3-1,3/5/2002,Gabriel Arias,36-041,GK,90,0,Facundo Mura,24-215,RB,90,0,Leonardo Sigali,36-148,"CB,CM",90,1,Gonzalo Piovi,29-046,CB,90,0,Gabriel Rojas,26-124,LB,90,0,Nazareno Colombo,24-218,CB,4,0,Juan Nardoni,21-102,"DM,CM",90,0,Aníbal Moreno,24-164,DM,86,0,Agustin Ojeda,19-127,"LW,LM",31,0,Juan Quintero,30-279,AM,59,0,Jonathan David Gómez,33-307,RW,59,0,Emiliano Vecchio,34-342,"AM,RM",31,1,Baltasar Gallego,20-107,"LW,RW",70,0,Agustín Almendra,23-255,"RW,FW",20,0,Roger Martínez,29-123,FW,86,0,Sergio Romero,36-244,GK,90,0,Aaron Anselmino,18-178,CB,90,0,Facundo Roncaglia,36-256,CB,90,0,Nicolás Valentini,22-201,CB,71,0,Ignacio Fernández,21-091,CM,19,0,Marcelo Weigandt,23-286,"WB,RB",90,0,Guillermo Matías Fernández,32-013,CM,45,0,Marcelo Saracchi,25-184,"WB,LB",90,0,Cristian Medina,21-145,"CM,LM",45,0,Jabes Saralegui,20-296,"CM,RM",90,0,Jorman Campuzano,27-177,CM,45,0,Lucas Janson,29-069,CM,45,0,Norberto Briasco,27-237,FW,59,0,Luca Langoni,21-257,FW,31,0,Darío Benedetto,33-160,FW,7,0,Miguel Merentiel,27-242,FW,83,1,,,,,,Iván Pillud,37-183,CB,4,0,,,,,,,,,,
